samples,index,variable,value
SAMN08707428,SRP135559.OTU1,SRP135559.OTU7,0.38131678028312394
SAMN08707428,SRP135559.OTU4,SRP135559.OTU7,0.4379668128460505
SAMN08707428,SRP135559.OTU1,SRP135559.OTU8,0.4024710628391102
SAMN08707428,SRP135559.OTU4,SRP135559.OTU8,0.46226386502983063
SAMN08707428,SRP135559.OTU7,SRP135559.OTU8,0.7017733233745466
SAMN08707428,SRP135559.OTU1,SRP135559.OTU9,0.37699231611075945
SAMN08707428,SRP135559.OTU4,SRP135559.OTU9,0.4329998879983394
SAMN08707428,SRP135559.OTU7,SRP135559.OTU9,0.657347011975059
SAMN08707428,SRP135559.OTU8,SRP135559.OTU9,0.69381460309006
SAMN08707428,SRP135559.OTU1,SRP135559.OTU12,0.39370002611449467
SAMN08707428,SRP135559.OTU4,SRP135559.OTU12,0.45218976601749955
SAMN08707428,SRP135559.OTU7,SRP135559.OTU12,0.6864796037509466
SAMN08707428,SRP135559.OTU8,SRP135559.OTU12,0.7245633814852667
SAMN08707428,SRP135559.OTU9,SRP135559.OTU12,0.6786943275580768
SAMN08707428,SRP135559.OTU7,SRP135559.OTU13,-0.39347631140686773
SAMN08707428,SRP135559.OTU8,SRP135559.OTU13,-0.4153051673633453
SAMN08707428,SRP135559.OTU9,SRP135559.OTU13,-0.3890139475683559
SAMN08707428,SRP135559.OTU12,SRP135559.OTU13,-0.4062544374818714
SAMN08707439,SRP135559.OTU5,SRP135559.OTU13,0.3941345621794969
SAMN08707428,SRP135559.OTU1,SRP135559.OTU14,-0.35711587966623337
SAMN08707428,SRP135559.OTU4,SRP135559.OTU14,-0.4101705241453177
SAMN08707428,SRP135559.OTU7,SRP135559.OTU14,-0.6226892336937565
SAMN08707428,SRP135559.OTU8,SRP135559.OTU14,-0.6572341178301112
SAMN08707428,SRP135559.OTU9,SRP135559.OTU14,-0.6156273958181026
SAMN08707428,SRP135559.OTU12,SRP135559.OTU14,-0.6429110394366152
SAMN08707428,SRP135559.OTU13,SRP135559.OTU14,0.36850368602073086
SAMN08707426,SRP135559.OTU1,SRP135559.OTU15,-0.4872179403614119
SAMN08707426,SRP135559.OTU2,SRP135559.OTU15,0.36740492752027043
SAMN08707426,SRP135559.OTU4,SRP135559.OTU15,-0.37895943958111883
SAMN08707426,SRP135559.OTU5,SRP135559.OTU15,0.41437869875914013
SAMN08707426,SRP135559.OTU13,SRP135559.OTU15,0.3809559002930552
SAMN08707428,SRP135559.OTU8,SRP135559.OTU15,-0.3728725865849635
SAMN08707428,SRP135559.OTU12,SRP135559.OTU15,-0.36474658833935425
SAMN08707428,SRP135559.OTU14,SRP135559.OTU15,0.33085290858524113
SAMN08707426,SRP135559.OTU1,SRP135559.OTU16,0.35090756100755083
SAMN08707426,SRP135559.OTU15,SRP135559.OTU16,-0.5162875490732298
SAMN08707428,SRP135559.OTU7,SRP135559.OTU16,0.4379522897455379
SAMN08707428,SRP135559.OTU8,SRP135559.OTU16,0.4622485362323551
SAMN08707428,SRP135559.OTU9,SRP135559.OTU16,0.4329855296024271
SAMN08707428,SRP135559.OTU12,SRP135559.OTU16,0.45217477127993044
SAMN08707428,SRP135559.OTU14,SRP135559.OTU16,-0.41015692277741794
SAMN08707439,SRP135559.OTU5,SRP135559.OTU17,-0.4237381514088382
SAMN08707439,SRP135559.OTU13,SRP135559.OTU17,-0.42034941327698455
SAMN08707428,SRP135559.OTU1,SRP135559.OTU21,0.3832717355818712
SAMN08707428,SRP135559.OTU4,SRP135559.OTU21,0.4402122045668479
SAMN08707428,SRP135559.OTU7,SRP135559.OTU21,0.668296194358555
SAMN08707428,SRP135559.OTU8,SRP135559.OTU21,0.7053712124473326
SAMN08707428,SRP135559.OTU9,SRP135559.OTU21,0.6607171338543588
SAMN08707428,SRP135559.OTU12,SRP135559.OTU21,0.6899990841625835
SAMN08707428,SRP135559.OTU13,SRP135559.OTU21,-0.39549360684124446
SAMN08707428,SRP135559.OTU14,SRP135559.OTU21,-0.6258816702185238
SAMN08707428,SRP135559.OTU15,SRP135559.OTU21,-0.35508521383672764
SAMN08707428,SRP135559.OTU16,SRP135559.OTU21,0.44019760700852556
SAMN08707426,SRP135559.OTU1,SRP135559.OTU22,-0.47654923925771003
SAMN08707426,SRP135559.OTU2,SRP135559.OTU22,0.3593597940573413
SAMN08707426,SRP135559.OTU4,SRP135559.OTU22,-0.37066129483645227
SAMN08707426,SRP135559.OTU5,SRP135559.OTU22,0.40530497196344206
SAMN08707426,SRP135559.OTU13,SRP135559.OTU22,0.3726140386799476
SAMN08707426,SRP135559.OTU15,SRP135559.OTU22,0.7011431672849622
SAMN08707426,SRP135559.OTU16,SRP135559.OTU22,-0.5049823053858992
SAMN08707439,SRP135559.OTU5,SRP135559.OTU25,0.4155197613163584
SAMN08707439,SRP135559.OTU13,SRP135559.OTU25,0.4121967476697705
SAMN08707439,SRP135559.OTU17,SRP135559.OTU25,-0.44315699417088583
SAMN08707439,SRP135559.OTU5,SRP135559.OTU26,0.4202945822138011
SAMN08707439,SRP135559.OTU13,SRP135559.OTU26,0.41693338315106854
SAMN08707439,SRP135559.OTU17,SRP135559.OTU26,-0.4482494000528868
SAMN08707439,SRP135559.OTU25,SRP135559.OTU26,0.4395556149497364
SAMN08707428,SRP135559.OTU4,SRP135559.OTU29,0.38704541982310464
SAMN08707428,SRP135559.OTU7,SRP135559.OTU29,0.5875824850567299
SAMN08707428,SRP135559.OTU8,SRP135559.OTU29,0.6201797547195275
SAMN08707428,SRP135559.OTU9,SRP135559.OTU29,0.5809187882662292
SAMN08707428,SRP135559.OTU12,SRP135559.OTU29,0.6066642006666824
SAMN08707428,SRP135559.OTU14,SRP135559.OTU29,-0.5502905900750162
SAMN08707428,SRP135559.OTU16,SRP135559.OTU29,0.387032585290053
SAMN08707428,SRP135559.OTU21,SRP135559.OTU29,0.5905949344216906
SAMN08707436,SRP135559.OTU25,SRP135559.OTU29,0.35982183293366427
SAMN08707434,SRP135559.OTU2,SRP135559.OTU32,-0.3387262232067363
SAMN08707434,SRP135559.OTU24,SRP135559.OTU32,-0.47269387091517273
SAMN08707421,SRP135559.OTU4,SRP135559.OTU32,-0.6520105757787139
SAMN08707426,SRP135559.OTU15,SRP135559.OTU36,0.4044735401594678
SAMN08707426,SRP135559.OTU22,SRP135559.OTU36,0.39561670844855723
SAMN08707439,SRP135559.OTU5,SRP135559.OTU36,0.41007503193986844
SAMN08707439,SRP135559.OTU13,SRP135559.OTU36,0.4067955611321645
SAMN08707439,SRP135559.OTU17,SRP135559.OTU36,-0.4373501225628659
SAMN08707439,SRP135559.OTU25,SRP135559.OTU36,0.42886772865458744
SAMN08707439,SRP135559.OTU26,SRP135559.OTU36,0.43379593372125247
SAMN08707426,SRP135559.OTU15,SRP135559.OTU38,-0.4389903127118463
SAMN08707426,SRP135559.OTU22,SRP135559.OTU38,-0.42937766086600254
SAMN08707428,SRP135559.OTU1,SRP135559.OTU38,0.35882441307707663
SAMN08707428,SRP135559.OTU4,SRP135559.OTU38,0.41213288450101054
SAMN08707428,SRP135559.OTU7,SRP135559.OTU38,0.6256683377350905
SAMN08707428,SRP135559.OTU8,SRP135559.OTU38,0.6603784934039679
SAMN08707428,SRP135559.OTU9,SRP135559.OTU38,0.6185727142267063
SAMN08707428,SRP135559.OTU12,SRP135559.OTU38,0.6459868897519361
SAMN08707428,SRP135559.OTU13,SRP135559.OTU38,-0.3702667016003623
SAMN08707428,SRP135559.OTU14,SRP135559.OTU38,-0.5859592610733725
SAMN08707428,SRP135559.OTU16,SRP135559.OTU38,0.4121192180606992
SAMN08707428,SRP135559.OTU21,SRP135559.OTU38,0.6288760476900667
SAMN08707428,SRP135559.OTU29,SRP135559.OTU38,0.5529233205480899
SAMN08707421,SRP135559.OTU32,SRP135559.OTU38,0.7807756893141506
SAMN08707439,SRP135559.OTU1,SRP135559.OTU39,-0.3999947643450186
SAMN08707439,SRP135559.OTU2,SRP135559.OTU39,-0.4293411220373791
SAMN08707439,SRP135559.OTU4,SRP135559.OTU39,-0.37988458958355587
SAMN08707439,SRP135559.OTU5,SRP135559.OTU39,0.564869542640001
SAMN08707439,SRP135559.OTU8,SRP135559.OTU39,-0.3768509188874352
SAMN08707439,SRP135559.OTU9,SRP135559.OTU39,-0.3502116955089845
SAMN08707439,SRP135559.OTU13,SRP135559.OTU39,0.5603521420889704
SAMN08707439,SRP135559.OTU14,SRP135559.OTU39,0.418342953770495
SAMN08707439,SRP135559.OTU17,SRP135559.OTU39,-0.6024403937420411
SAMN08707439,SRP135559.OTU25,SRP135559.OTU39,0.5907560784478484
SAMN08707439,SRP135559.OTU26,SRP135559.OTU39,0.5975445750038917
SAMN08707439,SRP135559.OTU36,SRP135559.OTU39,0.5830151542509457
SAMN08707436,SRP135559.OTU29,SRP135559.OTU41,0.4000388481971629
SAMN08707439,SRP135559.OTU5,SRP135559.OTU41,0.36482194981364385
SAMN08707439,SRP135559.OTU13,SRP135559.OTU41,0.3619043790247963
SAMN08707439,SRP135559.OTU17,SRP135559.OTU41,-0.38908714756380797
SAMN08707439,SRP135559.OTU25,SRP135559.OTU41,0.3815408127624263
SAMN08707439,SRP135559.OTU26,SRP135559.OTU41,0.3859251747485661
SAMN08707439,SRP135559.OTU36,SRP135559.OTU41,0.37654132377303073
SAMN08707439,SRP135559.OTU39,SRP135559.OTU41,0.5186775803895353
SAMN08707426,SRP135559.OTU22,SRP135559.OTU47,0.3521672414699593
SAMN08707434,SRP135559.OTU32,SRP135559.OTU47,0.34470929929841615
SAMN08707439,SRP135559.OTU5,SRP135559.OTU47,0.4045240239045654
SAMN08707439,SRP135559.OTU13,SRP135559.OTU47,0.401288945872298
SAMN08707439,SRP135559.OTU17,SRP135559.OTU47,-0.4314299034432018
SAMN08707439,SRP135559.OTU25,SRP135559.OTU47,0.4230623320261166
SAMN08707439,SRP135559.OTU26,SRP135559.OTU47,0.4279238261160238
SAMN08707439,SRP135559.OTU36,SRP135559.OTU47,0.4175187691881624
SAMN08707439,SRP135559.OTU39,SRP135559.OTU47,0.5751231307092026
SAMN08707439,SRP135559.OTU41,SRP135559.OTU47,0.3714442470161257
SAMN08707428,SRP135559.OTU21,SRP135559.OTU51,0.32997017700881776
SAMN08707434,SRP135559.OTU24,SRP135559.OTU51,0.42455736689410506
SAMN08707434,SRP135559.OTU32,SRP135559.OTU51,-0.4137146367948793
SAMN08707421,SRP135559.OTU32,SRP135559.OTU51,0.6892173553829045
SAMN08707426,SRP135559.OTU1,SRP135559.OTU55,-0.49468571496758407
SAMN08707426,SRP135559.OTU2,SRP135559.OTU55,0.37303628252719645
SAMN08707426,SRP135559.OTU4,SRP135559.OTU55,-0.38476789498728436
SAMN08707426,SRP135559.OTU5,SRP135559.OTU55,0.42073003861669284
SAMN08707426,SRP135559.OTU13,SRP135559.OTU55,0.3867949562115824
SAMN08707426,SRP135559.OTU15,SRP135559.OTU55,0.7278272221004
SAMN08707426,SRP135559.OTU16,SRP135559.OTU55,-0.5242008846240348
SAMN08707426,SRP135559.OTU22,SRP135559.OTU55,0.7118898551759251
SAMN08707426,SRP135559.OTU36,SRP135559.OTU55,0.41067305988534414
SAMN08707426,SRP135559.OTU38,SRP135559.OTU55,-0.44571888413348426
SAMN08707426,SRP135559.OTU47,SRP135559.OTU55,0.3655699963052875
SAMN08707436,SRP135559.OTU25,SRP135559.OTU57,-0.36953388085936584
SAMN08707436,SRP135559.OTU29,SRP135559.OTU57,-0.4354806053357001
SAMN08707436,SRP135559.OTU41,SRP135559.OTU57,-0.41083640440479186
SAMN08707439,SRP135559.OTU39,SRP135559.OTU57,0.40427183860426125
SAMN08707434,SRP135559.OTU24,SRP135559.OTU59,0.3773991632011425
SAMN08707434,SRP135559.OTU32,SRP135559.OTU59,-0.367760801968126
SAMN08707439,SRP135559.OTU5,SRP135559.OTU59,-0.4324495117130826
SAMN08707439,SRP135559.OTU13,SRP135559.OTU59,-0.4289911066920306
SAMN08707439,SRP135559.OTU17,SRP135559.OTU59,0.4612127835612816
SAMN08707439,SRP135559.OTU25,SRP135559.OTU59,-0.4522675739823406
SAMN08707439,SRP135559.OTU26,SRP135559.OTU59,-0.4574646713638114
SAMN08707439,SRP135559.OTU36,SRP135559.OTU59,-0.4463413226332004
SAMN08707439,SRP135559.OTU39,SRP135559.OTU59,-0.614825578588553
SAMN08707439,SRP135559.OTU41,SRP135559.OTU59,-0.3970861401513523
SAMN08707439,SRP135559.OTU47,SRP135559.OTU59,-0.44029939353377645
SAMN08707421,SRP135559.OTU1,SRP135559.OTU59,0.7020803254019398
SAMN08707421,SRP135559.OTU4,SRP135559.OTU59,-0.8154619385608056
SAMN08707421,SRP135559.OTU22,SRP135559.OTU59,-0.8598989385020377
SAMN08707421,SRP135559.OTU29,SRP135559.OTU59,-0.8423642826680817
SAMN08707421,SRP135559.OTU32,SRP135559.OTU59,1.131464699746469
SAMN08707421,SRP135559.OTU38,SRP135559.OTU59,0.9765069476501163
SAMN08707421,SRP135559.OTU51,SRP135559.OTU59,0.8619960190661735
SAMN08707426,SRP135559.OTU1,SRP135559.OTU61,-0.3862979234576862
SAMN08707426,SRP135559.OTU15,SRP135559.OTU61,0.5683571124583303
SAMN08707426,SRP135559.OTU16,SRP135559.OTU61,-0.4093461910825869
SAMN08707426,SRP135559.OTU22,SRP135559.OTU61,0.5559116919377248
SAMN08707426,SRP135559.OTU38,SRP135559.OTU61,-0.3480599382133456
SAMN08707426,SRP135559.OTU55,SRP135559.OTU61,0.5770685380033446
SAMN08707428,SRP135559.OTU4,SRP135559.OTU61,-0.36559824104147454
SAMN08707428,SRP135559.OTU7,SRP135559.OTU61,-0.5550230334767945
SAMN08707428,SRP135559.OTU8,SRP135559.OTU61,-0.5858140048747253
SAMN08707428,SRP135559.OTU9,SRP135559.OTU61,-0.5487285892057467
SAMN08707428,SRP135559.OTU12,SRP135559.OTU61,-0.5730473823148214
SAMN08707428,SRP135559.OTU14,SRP135559.OTU61,0.5197975779820642
SAMN08707428,SRP135559.OTU16,SRP135559.OTU61,-0.3655861177027966
SAMN08707428,SRP135559.OTU21,SRP135559.OTU61,-0.557868555300976
SAMN08707428,SRP135559.OTU29,SRP135559.OTU61,-0.49049178317314646
SAMN08707428,SRP135559.OTU38,SRP135559.OTU61,-0.5222844221114482
SAMN08707421,SRP135559.OTU59,SRP135559.OTU61,-0.8742199883260166
SAMN08707426,SRP135559.OTU15,SRP135559.OTU64,0.3469189861490912
SAMN08707426,SRP135559.OTU55,SRP135559.OTU64,0.35223634534411885
SAMN08707436,SRP135559.OTU29,SRP135559.OTU64,0.3608593605972803
SAMN08707436,SRP135559.OTU57,SRP135559.OTU64,-0.37059941271136354
SAMN08707439,SRP135559.OTU5,SRP135559.OTU64,0.3998757536346723
SAMN08707439,SRP135559.OTU13,SRP135559.OTU64,0.3966778489620809
SAMN08707439,SRP135559.OTU17,SRP135559.OTU64,-0.42647246537966915
SAMN08707439,SRP135559.OTU25,SRP135559.OTU64,0.4182010433409913
SAMN08707439,SRP135559.OTU26,SRP135559.OTU64,0.4230066753878306
SAMN08707439,SRP135559.OTU36,SRP135559.OTU64,0.41272118000370017
SAMN08707439,SRP135559.OTU39,SRP135559.OTU64,0.56851455472353
SAMN08707439,SRP135559.OTU41,SRP135559.OTU64,0.3671760870347665
SAMN08707439,SRP135559.OTU47,SRP135559.OTU64,0.40713435220854616
SAMN08707439,SRP135559.OTU59,SRP135559.OTU64,-0.4352400386874056
SAMN08707428,SRP135559.OTU7,SRP135559.OTU71,0.4233522829139306
SAMN08707428,SRP135559.OTU8,SRP135559.OTU71,0.4468385659115832
SAMN08707428,SRP135559.OTU9,SRP135559.OTU71,0.4185510995555935
SAMN08707428,SRP135559.OTU12,SRP135559.OTU71,0.43710062986237275
SAMN08707428,SRP135559.OTU14,SRP135559.OTU71,-0.3964835295453361
SAMN08707428,SRP135559.OTU21,SRP135559.OTU71,0.4255227480796777
SAMN08707428,SRP135559.OTU29,SRP135559.OTU71,0.3741300876399719
SAMN08707428,SRP135559.OTU38,SRP135559.OTU71,0.3983804078295234
SAMN08707434,SRP135559.OTU32,SRP135559.OTU71,0.34691476281401223
SAMN08707439,SRP135559.OTU39,SRP135559.OTU71,0.4479286719951565
SAMN08707434,SRP135559.OTU2,SRP135559.OTU72,0.38569069207103235
SAMN08707434,SRP135559.OTU24,SRP135559.OTU72,0.5382329849901699
SAMN08707434,SRP135559.OTU26,SRP135559.OTU72,-0.3394497598692698
SAMN08707434,SRP135559.OTU32,SRP135559.OTU72,-0.5244871041226623
SAMN08707434,SRP135559.OTU47,SRP135559.OTU72,-0.392503323040868
SAMN08707434,SRP135559.OTU51,SRP135559.OTU72,0.47107626647478146
SAMN08707434,SRP135559.OTU59,SRP135559.OTU72,0.41875092186504087
SAMN08707434,SRP135559.OTU71,SRP135559.OTU72,-0.39501457458087197
SAMN08707421,SRP135559.OTU32,SRP135559.OTU72,0.7169302306314818
SAMN08707421,SRP135559.OTU38,SRP135559.OTU72,0.6187443155309336
SAMN08707421,SRP135559.OTU59,SRP135559.OTU72,0.8966561853469249
SAMN08707428,SRP135559.OTU4,SRP135559.OTU74,-0.33637796179731966
SAMN08707428,SRP135559.OTU7,SRP135559.OTU74,-0.5106630606855412
SAMN08707428,SRP135559.OTU8,SRP135559.OTU74,-0.5389930771842273
SAMN08707428,SRP135559.OTU9,SRP135559.OTU74,-0.5048716971152181
SAMN08707428,SRP135559.OTU12,SRP135559.OTU74,-0.5272468213392791
SAMN08707428,SRP135559.OTU14,SRP135559.OTU74,0.47825298428871477
SAMN08707428,SRP135559.OTU16,SRP135559.OTU74,-0.33636680741117425
SAMN08707428,SRP135559.OTU21,SRP135559.OTU74,-0.5132811554245676
SAMN08707428,SRP135559.OTU29,SRP135559.OTU74,-0.451289442290831
SAMN08707428,SRP135559.OTU38,SRP135559.OTU74,-0.48054106849056116
SAMN08707428,SRP135559.OTU61,SRP135559.OTU74,0.42628233755491335
SAMN08707436,SRP135559.OTU57,SRP135559.OTU74,0.34409123723277163
SAMN08707434,SRP135559.OTU24,SRP135559.OTU76,0.3737366524906021
SAMN08707434,SRP135559.OTU32,SRP135559.OTU76,-0.3641918277692954
SAMN08707434,SRP135559.OTU72,SRP135559.OTU76,0.41468710857152297
SAMN08707439,SRP135559.OTU5,SRP135559.OTU76,-0.4645611364419177
SAMN08707439,SRP135559.OTU13,SRP135559.OTU76,-0.4608459268663724
SAMN08707439,SRP135559.OTU14,SRP135559.OTU76,-0.3440544468334861
SAMN08707439,SRP135559.OTU17,SRP135559.OTU76,0.49546023077700996
SAMN08707439,SRP135559.OTU25,SRP135559.OTU76,-0.4858507928769828
SAMN08707439,SRP135559.OTU26,SRP135559.OTU76,-0.49143380176088974
SAMN08707439,SRP135559.OTU36,SRP135559.OTU76,-0.47948448655213344
SAMN08707439,SRP135559.OTU39,SRP135559.OTU76,-0.6604795745316066
SAMN08707439,SRP135559.OTU41,SRP135559.OTU76,-0.4265718506729121
SAMN08707439,SRP135559.OTU47,SRP135559.OTU76,-0.4729939128025852
SAMN08707439,SRP135559.OTU57,SRP135559.OTU76,-0.3324820522198918
SAMN08707439,SRP135559.OTU59,SRP135559.OTU76,0.5056460792128245
SAMN08707439,SRP135559.OTU64,SRP135559.OTU76,-0.4675588745531898
SAMN08707439,SRP135559.OTU71,SRP135559.OTU76,-0.36838639225341924
SAMN08707421,SRP135559.OTU4,SRP135559.OTU76,-0.6829913452595836
SAMN08707421,SRP135559.OTU32,SRP135559.OTU76,0.947659922371654
SAMN08707421,SRP135559.OTU38,SRP135559.OTU76,0.8178748293365641
SAMN08707421,SRP135559.OTU51,SRP135559.OTU76,0.7219660327856146
SAMN08707421,SRP135559.OTU59,SRP135559.OTU76,1.1852270900216901
SAMN08707421,SRP135559.OTU72,SRP135559.OTU76,0.7509957059997814
SAMN08707428,SRP135559.OTU1,SRP135559.OTU77,0.4196234103202648
SAMN08707428,SRP135559.OTU4,SRP135559.OTU77,0.48196443774937264
SAMN08707428,SRP135559.OTU7,SRP135559.OTU77,0.7316812124302543
SAMN08707428,SRP135559.OTU8,SRP135559.OTU77,0.7722726364351561
SAMN08707428,SRP135559.OTU9,SRP135559.OTU77,0.7233833106531611
SAMN08707428,SRP135559.OTU12,SRP135559.OTU77,0.7554425279354149
SAMN08707428,SRP135559.OTU13,SRP135559.OTU77,-0.4330044734726712
SAMN08707428,SRP135559.OTU14,SRP135559.OTU77,-0.6852438532033066
SAMN08707428,SRP135559.OTU15,SRP135559.OTU77,-0.3887635182862045
SAMN08707428,SRP135559.OTU16,SRP135559.OTU77,0.4819484556754629
SAMN08707428,SRP135559.OTU21,SRP135559.OTU77,0.7354324348710091
SAMN08707428,SRP135559.OTU29,SRP135559.OTU77,0.6466103223699996
SAMN08707428,SRP135559.OTU38,SRP135559.OTU77,0.6885222344919433
SAMN08707428,SRP135559.OTU61,SRP135559.OTU77,-0.6107799870252355
SAMN08707428,SRP135559.OTU71,SRP135559.OTU77,0.46588174952938305
SAMN08707428,SRP135559.OTU74,SRP135559.OTU77,-0.561963664149125
SAMN08707428,SRP135559.OTU7,SRP135559.OTU78,-0.4774136645010836
SAMN08707428,SRP135559.OTU8,SRP135559.OTU78,-0.5038991067295796
SAMN08707428,SRP135559.OTU9,SRP135559.OTU78,-0.47199937802253084
SAMN08707428,SRP135559.OTU12,SRP135559.OTU78,-0.4929176524619148
SAMN08707428,SRP135559.OTU14,SRP135559.OTU78,0.44711381606756423
SAMN08707428,SRP135559.OTU21,SRP135559.OTU78,-0.47986129445436754
SAMN08707428,SRP135559.OTU29,SRP135559.OTU78,-0.4219058768525023
SAMN08707428,SRP135559.OTU38,SRP135559.OTU78,-0.44925292255007365
SAMN08707428,SRP135559.OTU61,SRP135559.OTU78,0.3985269907930532
SAMN08707428,SRP135559.OTU74,SRP135559.OTU78,0.36667489565131345
SAMN08707428,SRP135559.OTU77,SRP135559.OTU78,-0.5253740731857995
SAMN08707439,SRP135559.OTU1,SRP135559.OTU78,-0.3232723391824838
SAMN08707439,SRP135559.OTU2,SRP135559.OTU78,-0.3469898138680082
SAMN08707439,SRP135559.OTU5,SRP135559.OTU78,0.4565227214440838
SAMN08707439,SRP135559.OTU13,SRP135559.OTU78,0.4528717970487429
SAMN08707439,SRP135559.OTU14,SRP135559.OTU78,0.3381011885676744
SAMN08707439,SRP135559.OTU17,SRP135559.OTU78,-0.4868871611904926
SAMN08707439,SRP135559.OTU25,SRP135559.OTU78,0.47744399774537993
SAMN08707439,SRP135559.OTU26,SRP135559.OTU78,0.48293040246069635
SAMN08707439,SRP135559.OTU36,SRP135559.OTU78,0.47118784917637385
SAMN08707439,SRP135559.OTU39,SRP135559.OTU78,0.6490511348684416
SAMN08707439,SRP135559.OTU41,SRP135559.OTU78,0.4191907735807442
SAMN08707439,SRP135559.OTU47,SRP135559.OTU78,0.46480958341232026
SAMN08707439,SRP135559.OTU57,SRP135559.OTU78,0.3267290339292429
SAMN08707439,SRP135559.OTU59,SRP135559.OTU78,-0.4968967613988742
SAMN08707439,SRP135559.OTU64,SRP135559.OTU78,0.4594685889594257
SAMN08707439,SRP135559.OTU71,SRP135559.OTU78,0.36201211238324327
SAMN08707439,SRP135559.OTU76,SRP135559.OTU78,-0.5337939295048253
SAMN08707428,SRP135559.OTU8,SRP135559.OTU80,-0.35756171976190537
SAMN08707428,SRP135559.OTU77,SRP135559.OTU80,-0.3728001391902535
SAMN08707431,SRP135559.OTU4,SRP135559.OTU80,0.3696862222966238
SAMN08707431,SRP135559.OTU5,SRP135559.OTU80,-0.37539469485798893
SAMN08707431,SRP135559.OTU17,SRP135559.OTU80,0.43947951590112094
SAMN08707431,SRP135559.OTU24,SRP135559.OTU80,-0.550090419246008
SAMN08707431,SRP135559.OTU32,SRP135559.OTU80,0.45311880900553686
SAMN08707431,SRP135559.OTU51,SRP135559.OTU80,-0.45566658930646686
SAMN08707428,SRP135559.OTU7,SRP135559.OTU82,0.4328837438871218
SAMN08707428,SRP135559.OTU8,SRP135559.OTU82,0.45689880303369834
SAMN08707428,SRP135559.OTU9,SRP135559.OTU82,0.4279744654655192
SAMN08707428,SRP135559.OTU12,SRP135559.OTU82,0.4469416246155236
SAMN08707428,SRP135559.OTU14,SRP135559.OTU82,-0.4054100605713723
SAMN08707428,SRP135559.OTU21,SRP135559.OTU82,0.43510307545764787
SAMN08707428,SRP135559.OTU29,SRP135559.OTU82,0.38255334758956316
SAMN08707428,SRP135559.OTU38,SRP135559.OTU82,0.40734964565570286
SAMN08707428,SRP135559.OTU61,SRP135559.OTU82,-0.36135508604440836
SAMN08707428,SRP135559.OTU77,SRP135559.OTU82,0.47637072973092387
SAMN08707431,SRP135559.OTU24,SRP135559.OTU82,-0.39683176507981766
SAMN08707431,SRP135559.OTU80,SRP135559.OTU82,0.4947729097571539
SAMN08707434,SRP135559.OTU72,SRP135559.OTU82,-0.3402272052378888
SAMN08707428,SRP135559.OTU1,SRP135559.OTU85,0.42352652835851545
SAMN08707428,SRP135559.OTU4,SRP135559.OTU85,0.4864474195004125
SAMN08707428,SRP135559.OTU7,SRP135559.OTU85,0.7384869293379598
SAMN08707428,SRP135559.OTU8,SRP135559.OTU85,0.7794559135917306
SAMN08707428,SRP135559.OTU9,SRP135559.OTU85,0.7301118448076899
SAMN08707428,SRP135559.OTU12,SRP135559.OTU85,0.7624692602032737
SAMN08707428,SRP135559.OTU13,SRP135559.OTU85,-0.4370320551792412
SAMN08707428,SRP135559.OTU14,SRP135559.OTU85,-0.6916176340226294
SAMN08707428,SRP135559.OTU15,SRP135559.OTU85,-0.3923795937088759
SAMN08707428,SRP135559.OTU16,SRP135559.OTU85,0.4864312887695895
SAMN08707428,SRP135559.OTU21,SRP135559.OTU85,0.7422730436927828
SAMN08707428,SRP135559.OTU29,SRP135559.OTU85,0.6526247542412701
SAMN08707428,SRP135559.OTU38,SRP135559.OTU85,0.6949265091036267
SAMN08707428,SRP135559.OTU51,SRP135559.OTU85,0.3646267401331424
SAMN08707428,SRP135559.OTU61,SRP135559.OTU85,-0.6164611438104141
SAMN08707428,SRP135559.OTU71,SRP135559.OTU85,0.4702151385052081
SAMN08707428,SRP135559.OTU74,SRP135559.OTU85,-0.5671907569672017
SAMN08707428,SRP135559.OTU77,SRP135559.OTU85,0.8126744475699378
SAMN08707428,SRP135559.OTU78,SRP135559.OTU85,-0.5302608287181367
SAMN08707428,SRP135559.OTU80,SRP135559.OTU85,-0.37626773158893617
SAMN08707428,SRP135559.OTU82,SRP135559.OTU85,0.48080168172830723
SAMN08707428,SRP135559.OTU4,SRP135559.OTU86,-0.39986302750634134
SAMN08707428,SRP135559.OTU7,SRP135559.OTU86,-0.6070411878065018
SAMN08707428,SRP135559.OTU8,SRP135559.OTU86,-0.6407179664692336
SAMN08707428,SRP135559.OTU9,SRP135559.OTU86,-0.6001568123906871
SAMN08707428,SRP135559.OTU12,SRP135559.OTU86,-0.6267548239407256
SAMN08707428,SRP135559.OTU13,SRP135559.OTU86,0.3592432680201351
SAMN08707428,SRP135559.OTU14,SRP135559.OTU86,0.568514314046694
SAMN08707428,SRP135559.OTU16,SRP135559.OTU86,-0.39984976793787774
SAMN08707428,SRP135559.OTU21,SRP135559.OTU86,-0.610153399091248
SAMN08707428,SRP135559.OTU29,SRP135559.OTU86,-0.5364619064574458
SAMN08707428,SRP135559.OTU38,SRP135559.OTU86,-0.5712342314611737
SAMN08707428,SRP135559.OTU61,SRP135559.OTU86,0.5067351771692257
SAMN08707428,SRP135559.OTU71,SRP135559.OTU86,-0.38651998412306643
SAMN08707428,SRP135559.OTU74,SRP135559.OTU86,0.46623459013811536
SAMN08707428,SRP135559.OTU77,SRP135559.OTU86,-0.6680238232450594
